post_id,author,timestamp,timestamp_ms,content_text,scrape_time
356844299,Unknown,2025-04-01 04:23:20,1743481400864.0,I'm bullish on $UMA,2025-04-02 13:39:08
356836056,Unknown,2025-03-31 18:15:30,1743444930381.0,I'm bullish on $UMA,2025-04-02 13:39:08
356811706,Unknown,2025-03-31 00:57:40,1743382660385.0,I'm bullish on $UMA,2025-04-02 13:39:09
356789285,Unknown,2025-03-30 17:33:49,1743356029113.0,I'm bullish on $UMA,2025-04-02 13:39:09
356761022,Unknown,2025-03-30 06:54:18,1743317658499.0,I'm bullish on $UMA,2025-04-02 13:39:10
356758223,Unknown,2025-03-29 23:46:36,1743291996355.0,I'm bullish on $UMA,2025-04-02 13:39:11
356706730,Unknown,2025-03-28 07:06:43,1743145603765.0,I'm bullish on $UMA,2025-04-02 13:39:12
356685434,Unknown,2025-03-27 11:21:34,1743074494394.0,"$UMA UMA 🎯 powers decentralized derivatives and priceless financial contracts. Secure, permissionless, and unstoppable—$UMA enables synthetic assets and prediction markets where oracles can’t be corrupted. It's DeFi’s design layer for resilience and innovation.",2025-04-02 13:39:12
356642117,Unknown,2025-03-26 12:39:55,1742992795828.0,"$UMA We have a double bottom on daily chart, we will see a bounce to 1.5-1.7$ range.",2025-04-02 13:39:23
356644698,Unknown,2025-03-26 11:19:45,1742987985105.0,$UMA here comes $1,2025-04-02 13:39:26
356638458,Unknown,2025-03-26 09:40:17,1742982017199.0,I'm bullish on $UMA,2025-04-02 13:39:29
356636189,Unknown,2025-03-26 09:16:16,1742980576120.0,$UMA It Needs to Break $1.75!,2025-04-02 13:39:30
356583791,Unknown,2025-03-25 00:55:19,1742864119401.0,"⚖️ Negligence or manipulation? UMA & Polymarket under fire 🔥

The governance of $UMA and Polymarket is under scrutiny, raising concerns about transparency in DeFi. What’s really going on? 🤔📉

#UMA
#Polymarket
#DeFi
#Blockchain
#CryptoNews
https://crypto-economy.com/negligence-or-manipulation-uma-and-polymarkets-governance-under-fire/
Negligence or Manipulation? UMA and Polymarket’s Governance Under Fire - Crypto Economy
Polymarket is facing intense scrutiny following a contentious resolution in a high-stakes political bet, was resolved as “Yes” despite no official agreement.",2025-04-02 13:39:33
356514638,Unknown,2025-03-23 14:02:07,1742738527780.0,"$UMA LOOKING GOOD HERE BREAKOUT RETEST ALREADY ✅ 📈

👉Ready for Rally  🚀
#UMA",2025-04-02 13:40:04
356494594,Unknown,2025-03-22 22:30:05,1742682605980.0,"#UMA
analysis:

Price broke the falling wedge pattern and was unable to hold above the resistance area. We may see another test of the resistance area, so let's see how the price reacts there.

Support Area: $1.23-$1.27

Resistance Area: $1.497-$1.55
#UMA
$UMA",2025-04-02 13:40:04
356492536,Unknown,2025-03-22 19:20:55,1742671255413.0,$UMA $2 Target in Sight? Breaking Down This Coin’s Next Move!,2025-04-02 13:40:05
356492523,Unknown,2025-03-22 19:16:52,1742671012756.0,"$UMA analysis:
Price broke the falling wedge pattern and was unable to hold above the resistance area. We may see another test of the resistance area, so let's see how the price reacts there.
Support Area: $1.23-$1.27
Resistance Area: $1.497-$1.55",2025-04-02 13:40:06
356490340,Unknown,2025-03-22 18:04:46,1742666686473.0,I’m bullish on$UMA,2025-04-02 13:40:06
356488907,Unknown,2025-03-22 17:15:44,1742663744609.0,"$UMA
Keeping an eye on
#UMA
and
#BR
today! UMA rebounded from $1.05 to $1.55 before settling at $1.39, showing strong recovery. BR had a massive pump from $0.10 to $0.19 but is cooling off. Both saw huge volume spikes—could be signs of accumulation or just quick flips. Watching for the next move—who’s trading these?
#Metaplanet
#BNBChain",2025-04-02 13:40:10
356484994,Unknown,2025-03-22 14:49:23,1742654963462.0,"$UMA - Mcap 125.89M$ - 87% / 2.6K votes Bullish

SC02 M1 pending Short order, entry includes POC + unaffected by any weak zones, expected stop-loss around 0.80%. Current downtrend at cycle 161 with a decline range of 6.53%.",2025-04-02 13:40:25
356485737,Unknown,2025-03-22 14:47:51,1742654871695.0,$UMA How High It Could GO | WHAT IS THE TARGET,2025-04-02 13:40:36
356346181,Unknown,2025-03-18 15:23:09,1742311389623.0,"$UMA Unleashes Its Power!
Current Price: $1.606

Market Update:
Sell: $1.603
Buy: $1.606
Change: +2.81% (+$0.035)

Price Levels:
- $1.900
- $1.864
- $1.800
- $1.700
- $1.606

Time: 04:25
Trending Support Levels:
- $1.599
- $1.506
- $1.400
- $1.300

UMA is on the rise!
Catch the momentum and take your profits to new heights!
#UMA
#CMC Quest: Earn Rewards#
#Binance
#Cryptocurrency
#Trading",2025-04-02 13:40:45
356333709,Unknown,2025-03-18 09:06:13,1742288773585.0,"$UMA please, don't disappoint me, give us 2 dollars",2025-04-02 13:40:46
356330213,Unknown,2025-03-18 06:28:53,1742279333527.0,"$UMA 🚀 UMA$UMA testing the falling wedge trendline! A successful breakout could trigger a 50-55% bullish rally! 📈 Eyes on the charts—big move incoming? 👀🔥

Ton Bot App is Live

Stake TON Coin and Multiply Your Income by 225%!

...
Read all",2025-04-02 13:40:46
356325859,Unknown,2025-03-18 01:49:45,1742262585361.0,"$UMA is retesting the breakout of its falling wedge, setting up a prime entry on the daily chart.

A strong bounce could send it soaring toward $1.52, $2.00, $2.35, $2.95, and $3.22 in the midterm.

Momentum is building—watch closely.
...
Read all",2025-04-02 13:40:47
356326004,Unknown,2025-03-18 01:40:00,1742262000137.0,$UMA $1 still coming.,2025-04-02 13:40:47
356319358,Unknown,2025-03-17 21:12:04,1742245924368.0,$UMA This $1.31 Crypto Could Explode.,2025-04-02 13:40:48
356107886,Unknown,2025-03-11 12:16:03,1741695363553.0,$UMA This $1.31 Crypto Could Explode.,2025-04-02 13:41:01
356097489,Unknown,2025-03-11 05:07:51,1741669671682.0,"$UMA

#UMA

Already Broken Falling Wedge and currently Retesting in Daily Chart.
Successful retest can lead 120-150% Bullish Rally in coming days📈",2025-04-02 13:41:02
356072335,Unknown,2025-03-10 15:21:15,1741620075905.0,"$UMA

#UMA

Already Broken Falling Wedge and currently Retesting in Daily Chart.
Successful retest can lead 120-150% Bullish Rally in coming days📈",2025-04-02 13:41:03
355979157,Unknown,2025-03-08 01:16:45,1741396605545.0,"$UMA is climbing from $1.0 support, targeting $3.8. Bitcoin’s strength fuels its rally. Traders should track Fibonacci retracements and candlestick formations to optimize entry points before the next major move.",2025-04-02 13:41:04
355953991,Unknown,2025-03-07 12:30:15,1741350615331.0,I'm bullish on $UMA,2025-04-02 13:41:14
355909182,Unknown,2025-03-06 07:54:33,1741247673640.0,"$UMA

UMA, or Universal Market Access, is revolutionizing blockchain with its Optimistic Oracle (OO) technology. By seamlessly bringing real-world data onto the blockchain, UMA empowers smart contracts and decentralized markets.

As a key player in Web3, its oracle solutions unlock endless opportunities for DeFi and beyond. With a strong foundation and continuous innovation, UMA is gaining traction in the crypto space.

I'm Bullish On UMA Token",2025-04-02 13:41:15
355905197,Unknown,2025-03-06 04:51:07,1741236667872.0,"$UMA

UMA, or Universal Market Access, is revolutionizing blockchain with its Optimistic Oracle (OO) technology. By seamlessly bringing real-world data onto the blockchain, UMA empowers smart contracts and decentralized markets.

As a key player in Web3, its oracle solutions unlock endless opportunities for DeFi and beyond. With a strong foundation and continuous innovation, UMA is gaining traction in the crypto space.

I'm Bullish On UMA Token",2025-04-02 13:41:18
355778614,Unknown,2025-03-03 03:59:51,1740974391558.0,"$UMA is rising steadily, supported at $2.23, with a target of $7.21. Bitcoin’s performance drives $UMA’s momentum, making it a solid long-term investment. Tracking $BTC dominance will help traders pinpoint entry points for substantial returns.
Via -
@decilizer",2025-04-02 13:41:26
355699800,Unknown,2025-03-01 01:37:45,1740793065287.0,"$UMA is rising steadily, supported at $2.23, with a target of $7.21. Bitcoin’s performance drives $UMA’s momentum, making it a solid long-term investment. Tracking $BTC dominance will help traders pinpoint entry points for substantial returns.
Via -
@decilizer",2025-04-02 13:41:27
355348784,Unknown,2025-02-21 06:17:28,1740118648249.0,$UMA it is time to buy,2025-04-02 13:41:27
355324725,Unknown,2025-02-20 16:56:30,1740070590014.0,"$UMA ... with whatever winds ""fill-your-sails"" in the remainder of the year... ""take-heart""; if you're ""way-down"" (and you will be) hold-on, you'll shortly be up. If you're ""way-up"" (and you will be)... don't celebrate, you'll shortly be down. Somewhere-in-between... there is a fortune unlike any we have ever-seen before to be made. The ""Wild-West"" of Crypto'... actually begins now. The ""swings"" in this remaining-year will be epic. You only lose... if you fail to continue to Play-the-Game. And remember: we Play... because the Game deserves to be Played...",2025-04-02 13:41:28
355313297,Unknown,2025-02-20 11:54:41,1740052481641.0,I’m bullish on$UMA,2025-04-02 13:41:31
355294595,Unknown,2025-02-20 06:57:05,1740034625886.0,I’m bearish on$UMA,2025-04-02 13:41:32
355133738,Unknown,2025-02-17 01:58:45,1739757525453.0,"$UMA is rising steadily, supported at $2.23, with a target of $7.21. Bitcoin’s performance drives $UMA’s momentum, making it a solid long-term investment. Tracking $BTC dominance will help traders pinpoint entry points for substantial returns.",2025-04-02 13:42:00
355023539,Unknown,2025-02-14 10:52:19,1739530339549.0,$UMA Lets hope every token at least pump to half of their Ath.. losses will be recovered 🚀🚀,2025-04-02 13:42:01
354868715,Unknown,2025-02-12 03:22:08,1739330528783.0,$UMA Lets hope every token at least pump to half of their Ath.. losses will be recovered 🚀🚀,2025-04-02 13:42:10
354748545,Unknown,2025-02-09 19:12:38,1739128358577.0,"EigenLayer unveils a partnership with UMA and Polymarket

EigenLayer joined forces with UMA $UMA and Polymarket to develop a next-generation oracle system, improving the reliability and functionality of prediction market oracles. EigenLayer will leverage its restaking mechanism and $EIGEN token to support the new oracle system, while UMA contribute decentralized financial contracts and Polymarket will provide its expertise.

The new oracle system will operate on “intersubjective truth,” using community consensus instead of objective data. This makes it especially suitable for prediction markets where the resolution of bets depends on widely accepted interpretations of events.

👉
  x.com/eigenlayer/status/189224...

#Crypto
#cryptocurrency
#Web3
#CryptoNews
#cryptocurrencynews",2025-04-02 13:42:10
353761190,Unknown,2025-02-06 11:34:45,1738841685188.0,$UMA UMA/USDT is showing significant weakness after breaking major support levels. The technical structure remains heavily bearish with price action below key moving averages and weak momentum indicators. Traders should watch for potential oversold bounces but maintain caution as the overall trend remains bearish,2025-04-02 13:42:14
353653075,Unknown,2025-02-06 00:10:12,1738800612885.0,"$UMA is rising steadily, supported at $2.23, with a target of $7.21. Bitcoin’s performance drives $UMA’s momentum, making it a solid long-term investment. Tracking $BTC dominance will help traders pinpoint entry points for substantial returns.",2025-04-02 13:42:24
353282853,Unknown,2025-02-05 01:46:45,1738720005611.0,"$UMA will fly high Soon..

I'm Bullish On UMA",2025-04-02 13:42:35
351686147,Unknown,2025-01-27 16:47:32,1737996452800.0,"$UMA analysis:
Price is currently fluctuating between the support and resistance levels, creating a no-trade zone. You can place your buy orders at the support level and wait.
Support Area: $1.45-$1.51
Resistance Area: $1.98-$2.07",2025-04-02 13:42:50
351300927,Unknown,2025-01-26 05:39:25,1737869965028.0,"$UMA Yes, nice jewel, Grayscale",2025-04-02 13:42:59
351113903,Unknown,2025-01-24 18:02:46,1737741766178.0,"$UMA Yes, nice jewel, Grayscale",2025-04-02 13:43:00
350789895,Unknown,2025-01-23 01:22:45,1737595365150.0,"$UMA $SOL

#UMA
This is the lowest support for now. Buy from here if you still have a Conviction on this coin with a minimum target of 20+
Source : 
  t.me/+GJWlvakWDO0xMzgx
#BTC Price Analysis#
#Macro Insights#
#CMC Smart Quests#",2025-04-02 13:43:00
350030668,Unknown,2025-01-20 07:17:58,1737357478568.0,"$UMA is rising steadily, supported at $2.23, with a target of $7.21. Bitcoin’s performance drives $UMA’s momentum, making it a solid long-term investment. Tracking $BTC dominance will help traders pinpoint entry points for substantial returns.",2025-04-02 13:43:01
349779432,Unknown,2025-01-19 15:00:26,1737298826401.0,"$UMA is rising steadily, supported at $2.23, with a target of $7.21. Bitcoin’s performance drives $UMA’s momentum, making it a solid long-term investment. Tracking $BTC dominance will help traders pinpoint entry points for substantial returns.",2025-04-02 13:43:01
349491736,Unknown,2025-01-17 22:39:31,1737153571353.0,"$UMA is rising steadily, supported at $2.23, with a target of $7.21. Bitcoin’s performance drives $UMA’s momentum, making it a solid long-term investment. Tracking $BTC dominance will help traders pinpoint entry points for substantial returns.",2025-04-02 13:43:02
349295865,Unknown,2025-01-16 05:22:45,1737004965112.0,I'm bullish on $UMA,2025-04-02 13:43:03
348984099,Unknown,2025-01-11 00:55:45,1736556945363.0,"$UMA is rising steadily, supported at $2.23, with a target of $7.21. Bitcoin’s performance drives $UMA’s momentum, making it a solid long-term investment. Tracking $BTC dominance will help traders pinpoint entry points for substantial returns.",2025-04-02 13:43:15
348849728,Unknown,2025-01-08 16:36:14,1736354174520.0,$UMA Will pump harder in upcoming days,2025-04-02 13:43:16
348657261,Unknown,2025-01-04 17:44:05,1736012645764.0,$UMA Will pump harder in upcoming days,2025-04-02 13:43:27
348632069,Unknown,2025-01-04 08:22:51,1735978971046.0,I'm bullish on $UMA,2025-04-02 13:43:30
348621457,Unknown,2025-01-04 02:13:01,1735956781088.0,"Synthetic Assets Landscape In 2025
$SNX $UMA
https://app.binance.com/uni-qr/cart/18911642184034?r=70085490&l=en&uco=x0jga5Gk3Mk15A8jQYMK7w&uc=app_square_share_link&us=twitter
Synthetic Assets Landscape In 2025
Synthetic assets are blockchain-based financial instruments that replicate the value of real-world assets, such as stocks, commodities, or fiat currencies. These assets democratize global market acces",2025-04-02 13:43:31
348271809,Unknown,2024-12-29 09:58:44,1735466324053.0,"$UMA Thank God I'm done with very shitty coin I sold all my coins with 3€, to hell with you Uma coin",2025-04-02 13:43:40
348162941,Unknown,2024-12-27 06:11:57,1735279917435.0,"$UMA Thank God I'm done with very shitty coin I sold all my coins with 3€, to hell with you Uma coin",2025-04-02 13:43:40
348162828,Unknown,2024-12-27 06:03:47,1735279427706.0,"$UMA Successful implementation of the uptrend after the breakdown of resistance (2.922), reaching the level (3.284).
Initial post -
  coinmarketcap.com/community/po...
Post 2 -
  coinmarketcap.com/community/po...

  www.tradingview.com/chart/UMAU...

Public reporting on current and previous notes -
  docs.google.com/spreadsheets/d...

#Trading
#Analysis",2025-04-02 13:43:43
348157229,Unknown,2024-12-27 04:10:53,1735272653802.0,$UMA super bullish on this play wow,2025-04-02 13:43:46
348123396,Unknown,2024-12-26 05:34:30,1735191270823.0,"$UMA Testing horizontal resistance level (2.922).
Initial post -
  coinmarketcap.com/community/po...

  www.tradingview.com/chart/UMAU...

Public reporting on current and previous notes -
  docs.google.com/spreadsheets/d...

...
Read all",2025-04-02 13:43:47
348095475,Unknown,2024-12-25 11:45:54,1735127154396.0,I'm bearish on $UMA He once made me lose everything,2025-04-02 13:43:51
348053597,Unknown,2024-12-24 10:41:41,1735036901402.0,"$UMA

#UMA
retest this support block,. And still continues to maintain its bullish structure. If you still have Conviction on this coin,. This support block will be a good buying place for now.
#BTC Price Analysis#
#BlackRock
#Meme Alpha#
#CMC Quest: Earn Rewards#
#Macro Insights#",2025-04-02 13:44:02
348001523,Unknown,2024-12-23 04:23:22,1734927802044.0,"$UMA Determination of the nearest levels after downtrend (1h):
Support (2.491);
Resistance (2.992).

  www.tradingview.com/chart/UMAU...

Public reporting on current and previous notes -
  docs.google.com/spreadsheets/d...

#Trading
#Analysis",2025-04-02 13:44:30
346997672,Unknown,2024-12-08 19:30:59,1733686259109.0,$UMA chart 🔥,2025-04-02 13:44:41
