post_id,author,timestamp,timestamp_ms,content_text,scrape_time
357209819,Unknown,2025-04-12 18:04:08,1744481048260.0,$SUSHI We are almost there. Ready to fly💸💸💸💸💸💸💸💸💸💸💸You gonna regret of no entring sushi swap at this price. Just wait and see✌️✌️✌️,2025-04-13 10:26:38
357207254,Unknown,2025-04-12 13:58:59,1744466339441.0,$SUSHI We are almost there. Ready to fly💸💸💸💸💸💸💸💸💸💸💸You gonna regret of no entring sushi swap at this price. Just wait and see✌️✌️✌️,2025-04-13 10:26:39
357169013,Unknown,2025-04-11 11:12:02,1744369922605.0,$SUSHI We are almost there. Ready to fly💸💸💸💸💸💸💸💸💸💸💸You gonna regret of no entring sushi swap at this price. Just wait and see✌️✌️✌️,2025-04-13 10:26:42
357158367,Unknown,2025-04-11 02:29:53,1744338593455.0,$SUSHI We are almost there. Ready to fly💸💸💸💸💸💸💸💸💸💸💸You gonna regret of no entring sushi swap at this price. Just wait and see✌️✌️✌️,2025-04-13 10:26:43
357127490,Unknown,2025-04-10 03:37:38,1744256258190.0,$SUSHI We are almost there. Ready to fly💸💸💸💸💸💸💸💸💸💸💸You gonna regret of no entring sushi swap at this price. Just wait and see✌️✌️✌️,2025-04-13 10:26:43
357112305,Unknown,2025-04-09 16:44:12,1744217052518.0,$SUSHI We are almost there. Ready to fly💸💸💸💸💸💸💸💸💸💸💸You gonna regret of no entring sushi swap at this price. Just wait and see✌️✌️✌️,2025-04-13 10:26:44
357087478,Unknown,2025-04-09 03:00:00,1744167600270.0,$SUSHI We are almost there. Ready to fly💸💸💸💸💸💸💸💸💸💸💸You gonna regret of no entring sushi swap at this price. Just wait and see✌️✌️✌️,2025-04-13 10:26:45
357016423,Unknown,2025-04-06 18:46:51,1743965211946.0,$SUSHI Buy dip don't regret,2025-04-13 10:26:53
357011066,Unknown,2025-04-06 14:41:05,1743950465430.0,$SUSHI Buy dip don't regret,2025-04-13 10:26:54
356991284,Unknown,2025-04-05 18:29:26,1743877766565.0,$SUSHI Buy dip don't regret,2025-04-13 10:26:54
356952278,Unknown,2025-04-04 11:38:22,1743766702862.0,"🍣 SushiSwap: More Than Just a DEX

Powering multi-chain swaps, yield farming, and community-led DeFi.
$SUSHI brings flavor to decentralized finance.

Dive into DeFi — Trade $SUSHI now on MyCoinChange",2025-04-13 10:26:55
356928245,Unknown,2025-04-03 15:26:55,1743694015693.0,I’m bearish on$SUSHI,2025-04-13 10:26:55
356853662,Unknown,2025-04-01 13:07:45,1743512865041.0,$SUSHI buy dip hodl,2025-04-13 10:26:56
356842186,Unknown,2025-04-01 04:22:31,1743481351419.0,"$SUSHI 👎👎👎 come he still fell down. in the ass fucking ! Where 20 dollar token ??? I lost 200,000 dollar ! Thank you",2025-04-13 10:26:57
356843425,Unknown,2025-04-01 02:19:45,1743473985092.0,"$SUSHI 👎👎👎 come he still fell down. in the ass fucking ! Where 20 dollar token ??? I lost 200,000 dollar ! Thank you",2025-04-13 10:26:58
356750479,Unknown,2025-03-29 17:23:05,1743268985589.0,$SUSHI stop selling sushi 😭,2025-04-13 10:27:09
356706920,Unknown,2025-03-28 07:30:45,1743147045052.0,$SUSHI stop selling sushi 😭,2025-04-13 10:27:10
356697195,Unknown,2025-03-27 22:50:06,1743115806740.0,$SUSHI You may think that sushi is a shit coin. But you are wrong. Momemtun is built. Load your bags with sushi is the best price to enter. And you will thank me later. Just remember me when price os gonna fly✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️,2025-04-13 10:27:23
356696016,Unknown,2025-03-27 19:17:47,1743103067322.0,I'm bullish on $SUSHI,2025-04-13 10:27:24
356664921,Unknown,2025-03-27 01:43:08,1743039788779.0,$SUSHI 5 Percent up then 10 percent down.,2025-04-13 10:27:33
356660072,Unknown,2025-03-26 19:55:05,1743018905030.0,"🚀 $SUSHI Analysis

📊 1D Timeframe Update:

🔹 Breaking Descending Triangle – A breakout could signal bullish momentum.

🔹 Moving in a Descending Parallel Channel – Needs confirmation for trend shift.

⚡ Key Level to Watch:
🔹 A breakout above $0.81± could confirm a bullish move.

🔍 Monitoring for confirmation and potential upside continuation! 👀",2025-04-13 10:27:34
356639445,Unknown,2025-03-26 11:04:45,1742987085069.0,"🚀 $SUSHI Analysis

📊 1D Timeframe Update:

🔹 Breaking Descending Triangle – A breakout could signal bullish momentum.

🔹 Moving in a Descending Parallel Channel – Needs confirmation for trend shift.

⚡ Key Level to Watch:
🔹 A breakout above $0.81± could confirm a bullish move.

🔍 Monitoring for confirmation and potential upside continuation! 👀",2025-04-13 10:27:37
356626821,Unknown,2025-03-26 03:31:28,1742959888044.0,$SUSHI THR,2025-04-13 10:27:37
356585528,Unknown,2025-03-25 02:22:45,1742869365251.0,$SUSHI Load your bags with sushi. You gonna regret this entry price. Just remember me✌️Sushi is getting ready to✈️✈️✈️✈️✈️.,2025-04-13 10:27:38
356546731,Unknown,2025-03-23 23:30:40,1742772640083.0,"$SUSHI - Sushiswap Temporarily Shutdown by Healh Department
#DeFi
#AltcoinSeason
#humour
https://shrimpyscryptonews.com/sushi-news-sushiswap-temporarily-shut-down-by-health-department/
SUSHI News: Sushiswap Temporarily Shut Down by Health Department - Shrimpys Crypto News
During a busy lunch rush this week Sushiswap (SUSHI) was temporarily shut down by the health department. Docked for messy prep stations, cleaning products stored next to food products and lack of hand washing stations throughout the kitchen, the very busy swap received notice they had 48 hours to comply or receive further suspensions. “48...",2025-04-13 10:27:39
356506172,Unknown,2025-03-23 07:16:51,1742714211599.0,"$SUSHI - Sushiswap Temporarily Shutdown by Healh Department
#DeFi
#AltcoinSeason
#humour
https://shrimpyscryptonews.com/sushi-news-sushiswap-temporarily-shut-down-by-health-department/
SUSHI News: Sushiswap Temporarily Shut Down by Health Department - Shrimpys Crypto News
During a busy lunch rush this week Sushiswap (SUSHI) was temporarily shut down by the health department. Docked for messy prep stations, cleaning products stored next to food products and lack of hand washing stations throughout the kitchen, the very busy swap received notice they had 48 hours to comply or receive further suspensions. “48...",2025-04-13 10:27:42
